quote,token_id
Social Capital,1523
Slippery Slope Fallacy,1524
Freedom,1525
Signal,1526
🦄 Jason,1527
Legitimate,1528
🦄 Humanton,1529
Blockchain Centrist,1530
Buterin's Law,1531
Credibly Insane,1532
Order,1533
Elliptic Brains,1534
Incentives,1535
Freedom,1536
Nope,1537
Paradox of Diversity,1538
Programmable,1539
Peer-to-peer,1540
Alfalfa,1541
Alfalfa,1542
E-God,1543
Pluralist,1544
🦄 That Darn Rock,1545
Asian Fusion,1546
Abnormal,1547
Cross-platform,1548
Signal,1549
Abnormal,1550
Credibly Insane,1551
Asian Fusion,1552
Nope,1553
Peer-to-peer,1554
Pluralist,1555
Legitimate,1556
2017 Dec 13,1557
Pluralist,1558
Beware,1559
Pluralist,1560
Beware,1561
🦄 Humanton,1562
Cross-platform,1563
Blockchain,1564
Asian Fusion,1565
Peer-to-peer,1566
Nope,1567
Reminder,1568
Metaverse,1569
🦄 Bitcoiner,1570
Reminder,1571
2017 Dec 13,1572
Sound,1573
Fundamentalism,1574
🦄 Bitcoiner,1575
Cross-platform,1576
Institutional,1577
🦄 Humanton,1578
Credibly Insane,1579
🦄 The Hard Forkoooooor,1580
Sound,1581
Elliptic Brains,1582
Scripter,1583
Paradox of Diversity,1584
Social Capital,1585
Fundamentalism,1586
🦄 Bitcoiner,1587
Scripter,1588
🦄 The Hard Forkoooooor,1589
Beware,1590
🦄 WoW,1591
🦄 Bitcoiner,1592
Incentives,1593
2017 Dec 13,1594
Alfalfa,1595
Sound,1596
Alfalfa,1597
2017 Dec 13,1598
Theatrical,1599
Slippery Slope Fallacy,1600
Sound,1601
Order,1602
Pluralist,1603
Asian Fusion,1604
Legitimate,1605
Paradox of Diversity,1606
Freedom,1607
Alfalfa,1608
Slippery Slope Fallacy,1609
Scripter,1610
🦄 Jason,1611
Currency & Protocol,1612
Credibly Insane,1613
Legitimate,1614
Slippery Slope Fallacy,1615
Fundamentalism,1616
Paradox of Diversity,1617
Blockchain,1618
🦄 Jason,1619
Legitimate,1620
Abnormal,1621
Paradoxical,1622
Signal,1623
🦄 Ultra-Sound Money,1624
Elliptic Brains,1625
Scripter,1626
Elliptic Brains,1627
🦄 That Darn Rock,1628
2017 Dec 13,1629
Blockchain,1630
🦄 The Hard Forkoooooor,1631
Credibly Insane,1632
Beware,1633
Credibly Insane,1634
Beware,1635
Buterin's Law,1636
Slippery Slope Fallacy,1637
Programmable,1638
Slippery Slope Fallacy,1639
Social Capital,1640
Sound,1641
Credibly Insane,1642
🦄 That Darn Rock,1643
Freedom,1644
Metaverse,1645
Paradoxical,1646
🦄 Humanton,1647
🦄 Jason,1648
Beware,1649
Blockchain Centrist,1650
🦄 Bitcoiner,1651
Freedom,1652
Pluralist,1653
Sourceful,1654
Legitimate,1655
Currency & Protocol,1656
Programmable,1657
Currency & Protocol,1658
Sound,1659
🦄 That Darn Rock,1660
Paradox of Diversity,1661
Freedom,1662
Legitimate,1663
Exponential,1664
🦄 Ultra-Sound Money,1665
Reminder,1666
Blockchain,1667
Blockchain,1668
Scripter,1669
🦄 Jason,1670
Legitimate,1671
Paradox of Diversity,1672
Scripter,1673
Alfalfa,1674
Elliptic Brains,1675
E-God,1676
Cross-platform,1677
Revolution,1678
🦄 That Darn Rock,1679
Paradox of Diversity,1680
🦄 The Hard Forkoooooor,1681
Sound,1682
Legitimate,1683
Metaverse,1684
🦄 Bitcoiner,1685
Cross-platform,1686
Revolution,1687
Blockchain Centrist,1688
Slippery Slope Fallacy,1689
Revolution,1690
Metaverse,1691
Social Capital,1692
Sound,1693
Signal,1694
🦄 The Hard Forkoooooor,1695
Social Capital,1696
Asian Fusion,1697
Elliptic Brains,1698
Order,1699
E-God,1700
Cross-platform,1701
Metaverse,1702
Alfalfa,1703
Programmable,1704
Dub,1705
🦄 Weeeeeeee!,1706
Abnormal,1707
2017 Dec 13,1708
🦄 Jason,1709
Metaverse,1710
Signal,1711
🦄 That Darn Rock,1712
Scripter,1713
Signal,1714
Sourceful,1715
Blockchain,1716
Asian Fusion,1717
Pluralist,1718
Sound,1719
🦄 Jason,1720
🦄 That Darn Rock,1721
Reminder,1722
Peer-to-peer,1723
Buterin's Law,1724
Pluralist,1725
Reminder,1726
Social Capital,1727
Institutional,1728
Paradox of Diversity,1729
Legitimate,1730
Theatrical,1731
Alfalfa,1732
Elliptic Brains,1733
Metaverse,1734
Nope,1735
🦄 Jason,1736
Legitimate,1737
Dub,1738
Legitimate,1739
Theatrical,1740
Theatrical,1741
Sourceful,1742
🦄 WoW,1743
Incentives,1744
Dub,1745
Beware,1746
Blockchain Centrist,1747
Abnormal,1748
Signal,1749
Order,1750
Incentives,1751
Fundamentalism,1752
Alfalfa,1753
Alfalfa,1754
Reminder,1755
🦄 WoW,1756
Abnormal,1757
Blockchain,1758
Cross-platform,1759
🦄 Humanton,1760
Credibly Insane,1761
Signal,1762
Legitimate,1763
Buterin's Law,1764
2017 Dec 13,1765
Alfalfa,1766
Social Capital,1767
Fundamentalism,1768
Theatrical,1769
Sound,1770
Pluralist,1771
Paradoxical,1772
Social Capital,1773
🦄 WoW,1774
Legitimate,1775
Elliptic Brains,1776
Credibly Insane,1777
Incentives,1778
Sourceful,1779
Credibly Insane,1780
Pluralist,1781
E-God,1782
Buterin's Law,1783
Theatrical,1784
Sourceful,1785
🦄 WoW,1786
Freedom,1787
Beware,1788
E-God,1789
Beware,1790
🦄 Bitcoiner,1791
Credibly Insane,1792
Alfalfa,1793
Order,1794
🦄 Ultra-Sound Money,1795
Sourceful,1796
Pluralist,1797
Blockchain,1798
Paradox of Diversity,1799
Legitimate,1800
Exponential,1801
Beware,1802
🦄 Jason,1803
Alfalfa,1804
Credibly Insane,1805
Buterin's Law,1806
Theatrical,1807
Buterin's Law,1808
🦄 Humanton,1809
🦄 WoW,1810
Order,1811
Paradox of Diversity,1812
Scripter,1813
Scripter,1814
Buterin's Law,1815
Theatrical,1816
Slippery Slope Fallacy,1817
Paradox of Diversity,1818
Sourceful,1819
Blockchain,1820
Paradox of Diversity,1821
Pluralist,1822
Freedom,1823
E-God,1824
Social Capital,1825
Fundamentalism,1826
Slippery Slope Fallacy,1827
Exponential,1828
Scripter,1829
Theatrical,1830
Alfalfa,1831
Nope,1832
Legitimate,1833
Pluralist,1834
Metaverse,1835
Theatrical,1836
Paradoxical,1837
Reminder,1838
Alfalfa,1839
Blockchain,1840
Beware,1841
Scripter,1842
Exponential,1843
Blockchain Centrist,1844
🦄 That Darn Rock,1845
Peer-to-peer,1846
🦄 That Darn Rock,1847
🦄 Jason,1848
Abnormal,1849
Programmable,1850
Abnormal,1851
Blockchain Centrist,1852
Currency & Protocol,1853
Alfalfa,1854
Paradox of Diversity,1855
Beware,1856
Exponential,1857
Currency & Protocol,1858
Theatrical,1859
Buterin's Law,1860
Social Capital,1861
Blockchain Centrist,1862
Reminder,1863
Exponential,1864
Alfalfa,1865
Asian Fusion,1866
Paradoxical,1867
Exponential,1868
Dub,1869
Incentives,1870
Credibly Insane,1871
E-God,1872
2017 Dec 13,1873
Blockchain Centrist,1874
Dub,1875
Buterin's Law,1876
Blockchain Centrist,1877
Blockchain,1878
Blockchain,1879
Freedom,1880
Paradox of Diversity,1881
Elliptic Brains,1882
Alfalfa,1883
Exponential,1884
Programmable,1885
Scripter,1886
Credibly Insane,1887
Blockchain Centrist,1888
Buterin's Law,1889
Slippery Slope Fallacy,1890
Buterin's Law,1891
Buterin's Law,1892
🦄 The Hard Forkoooooor,1893
Sound,1894
🦄 Weeeeeeee!,1895
Freedom,1896
Pluralist,1897
Cross-platform,1898
Blockchain Centrist,1899
Dub,1900
Credibly Insane,1901
Slippery Slope Fallacy,1902
2017 Dec 13,1903
🦄 Ultra-Sound Money,1904
Paradoxical,1905
Signal,1906
Nope,1907
🦄 Ultra-Sound Money,1908
E-God,1909
Order,1910
Elliptic Brains,1911
Theatrical,1912
Blockchain Centrist,1913
Beware,1914
Fundamentalism,1915
Metaverse,1916
🦄 That Darn Rock,1917
Theatrical,1918
Reminder,1919
🦄 That Darn Rock,1920
Social Capital,1921
Paradox of Diversity,1922
Cross-platform,1923
🦄 That Darn Rock,1924
Sound,1925
Abnormal,1926
Paradoxical,1927
Legitimate,1928
Theatrical,1929
🦄 Jason,1930
Abnormal,1931
Beware,1932
Pluralist,1933
Elliptic Brains,1934
🦄 Ultra-Sound Money,1935
Pluralist,1936
2017 Dec 13,1937
Beware,1938
Blockchain,1939
Nope,1940
Signal,1941
Freedom,1942
Reminder,1943
Order,1944
🦄 That Darn Rock,1945
E-God,1946
Buterin's Law,1947
2017 Dec 13,1948
Order,1949
Metaverse,1950
Institutional,1951
Nope,1952
Elliptic Brains,1953
Blockchain,1954
Blockchain,1955
Sound,1956
Credibly Insane,1957
2017 Dec 13,1958
Reminder,1959
E-God,1960
Order,1961
Theatrical,1962
Slippery Slope Fallacy,1963
Reminder,1964
Order,1965
Sound,1966
Signal,1967
Programmable,1968
Abnormal,1969
Signal,1970
Metaverse,1971
2017 Dec 13,1972
Alfalfa,1973
Institutional,1974
Exponential,1975
Abnormal,1976
Elliptic Brains,1977
Pluralist,1978
Credibly Insane,1979
Paradox of Diversity,1980
Alfalfa,1981
Currency & Protocol,1982
🦄 The Hard Forkoooooor,1983
Incentives,1984
Blockchain Centrist,1985
Programmable,1986
Metaverse,1987
Blockchain Centrist,1988
🦄 Humanton,1989
Asian Fusion,1990
Incentives,1991
Incentives,1992
Sourceful,1993
Signal,1994
Legitimate,1995
Paradoxical,1996
Slippery Slope Fallacy,1997
Reminder,1998
Order,1999
Peer-to-peer,2000
Scripter,2001
Exponential,2002
Programmable,2003
Paradox of Diversity,2004
Legitimate,2005
Paradox of Diversity,2006
Freedom,2007
Pluralist,2008
Blockchain Centrist,2009
Legitimate,2010
Slippery Slope Fallacy,2011
Scripter,2012
Social Capital,2013
E-God,2014
